,state,date,Mask,lock_down,Stay-at-home
313052,Utah,4/16/20,1,0,
313089,Utah,4/17/20,1,0,
313126,Utah,4/18/20,1,0,
313163,Utah,4/19/20,1,0,
313200,Utah,4/20/20,1,0,
313237,Utah,4/21/20,1,0,
313274,Utah,4/22/20,1,0,
313311,Utah,4/23/20,1,0,
313348,Utah,4/24/20,1,0,
313385,Utah,4/25/20,1,0,
313422,Utah,4/26/20,1,0,
313459,Utah,4/27/20,1,0,
313496,Utah,4/28/20,1,0,
313533,Utah,4/29/20,1,0,
313570,Utah,4/30/20,1,0,
313607,Utah,5/1/20,1,0,
313644,Utah,5/2/20,1,0,
313681,Utah,5/3/20,1,0,
313718,Utah,5/4/20,1,0,
313755,Utah,5/5/20,1,0,
313792,Utah,5/6/20,1,0,
313829,Utah,5/7/20,1,0,
313866,Utah,5/8/20,1,0,
313903,Vermont,1/22/20,0,0,
313919,Vermont,1/23/20,0,0,
313935,Vermont,1/24/20,0,0,
313951,Vermont,1/25/20,0,0,
313967,Vermont,1/26/20,0,0,
313983,Vermont,1/27/20,0,0,
313999,Vermont,1/28/20,0,0,
314015,Vermont,1/29/20,0,0,
314031,Vermont,1/30/20,0,0,
314047,Vermont,1/31/20,0,0,
314063,Vermont,2/1/20,0,0,
314079,Vermont,2/2/20,0,0,
314095,Vermont,2/3/20,0,0,
314111,Vermont,2/4/20,0,0,
314127,Vermont,2/5/20,0,0,
314143,Vermont,2/6/20,0,0,
314159,Vermont,2/7/20,0,0,
314175,Vermont,2/8/20,0,0,
314191,Vermont,2/9/20,0,0,
314207,Vermont,2/10/20,0,0,
314223,Vermont,2/11/20,0,0,
314239,Vermont,2/12/20,0,0,
314255,Vermont,2/13/20,0,0,
314271,Vermont,2/14/20,0,0,
314287,Vermont,2/15/20,0,0,
314303,Vermont,2/16/20,0,0,
314319,Vermont,2/17/20,0,0,
314335,Vermont,2/18/20,0,0,
314351,Vermont,2/19/20,0,0,
314367,Vermont,2/20/20,0,0,
314383,Vermont,2/21/20,0,0,
314399,Vermont,2/22/20,0,0,
314415,Vermont,2/23/20,0,0,
314431,Vermont,2/24/20,0,0,
314447,Vermont,2/25/20,0,0,
314463,Vermont,2/26/20,0,0,
314479,Vermont,2/27/20,0,0,
314495,Vermont,2/28/20,0,0,
314511,Vermont,2/29/20,0,0,
314527,Vermont,3/1/20,0,0,
314543,Vermont,3/2/20,0,0,
314559,Vermont,3/3/20,0,0,
314575,Vermont,3/4/20,0,0,
314591,Vermont,3/5/20,0,0,
314607,Vermont,3/6/20,0,0,
314623,Vermont,3/7/20,0,0,
314639,Vermont,3/8/20,0,0,
314655,Vermont,3/9/20,0,0,
314671,Vermont,3/10/20,0,0,
314687,Vermont,3/11/20,0,0,
314703,Vermont,3/12/20,0,0,
314719,Vermont,3/13/20,0,0,
314735,Vermont,3/14/20,0,0,
314751,Vermont,3/15/20,0,0,
314767,Vermont,3/16/20,0,0,
314783,Vermont,3/17/20,0,0,
314799,Vermont,3/18/20,0,0,
314815,Vermont,3/19/20,0,0,
314831,Vermont,3/20/20,0,0,
314847,Vermont,3/21/20,0,0,
314863,Vermont,3/22/20,0,0,
314879,Vermont,3/23/20,0,0,
314895,Vermont,3/24/20,0,0,
314911,Vermont,3/25/20,0,1,
314927,Vermont,3/26/20,0,1,
314943,Vermont,3/27/20,0,1,
314959,Vermont,3/28/20,0,1,
314975,Vermont,3/29/20,0,1,
314991,Vermont,3/30/20,0,1,
315007,Vermont,3/31/20,0,1,
315023,Vermont,4/1/20,0,1,
315039,Vermont,4/2/20,0,1,
315055,Vermont,4/3/20,0,1,
315071,Vermont,4/4/20,1,1,
315087,Vermont,4/5/20,1,1,
315103,Vermont,4/6/20,1,1,
315119,Vermont,4/7/20,1,1,
315135,Vermont,4/8/20,1,1,
315151,Vermont,4/9/20,1,1,
315167,Vermont,4/10/20,1,1,
315183,Vermont,4/11/20,1,1,
315199,Vermont,4/12/20,1,1,
315215,Vermont,4/13/20,1,1,
315231,Vermont,4/14/20,1,1,
315247,Vermont,4/15/20,1,1,
315263,Vermont,4/16/20,1,1,
315279,Vermont,4/17/20,1,1,
315295,Vermont,4/18/20,1,1,
315311,Vermont,4/19/20,1,1,
315327,Vermont,4/20/20,1,1,
315343,Vermont,4/21/20,1,1,
315359,Vermont,4/22/20,1,1,
315375,Vermont,4/23/20,1,1,
315391,Vermont,4/24/20,1,1,
315407,Vermont,4/25/20,1,1,
315423,Vermont,4/26/20,1,1,
315439,Vermont,4/27/20,1,1,
315455,Vermont,4/28/20,1,1,
315471,Vermont,4/29/20,1,1,
315487,Vermont,4/30/20,1,1,
315503,Vermont,5/1/20,1,1,
315519,Vermont,5/2/20,1,1,
315535,Vermont,5/3/20,1,1,
315551,Vermont,5/4/20,1,1,
315567,Vermont,5/5/20,1,1,
315583,Vermont,5/6/20,1,1,
315599,Vermont,5/7/20,1,1,
315615,Vermont,5/8/20,1,1,
315631,Virginia,1/22/20,0,0,
315766,Virginia,1/23/20,0,0,
315901,Virginia,1/24/20,0,0,
316036,Virginia,1/25/20,0,0,
316171,Virginia,1/26/20,0,0,
316306,Virginia,1/27/20,0,0,
316441,Virginia,1/28/20,0,0,
316576,Virginia,1/29/20,0,0,
316711,Virginia,1/30/20,0,0,
316846,Virginia,1/31/20,0,0,
316981,Virginia,2/1/20,0,0,
317116,Virginia,2/2/20,0,0,
317251,Virginia,2/3/20,0,0,
317386,Virginia,2/4/20,0,0,
317521,Virginia,2/5/20,0,0,
317656,Virginia,2/6/20,0,0,
317791,Virginia,2/7/20,0,0,
317926,Virginia,2/8/20,0,0,
318061,Virginia,2/9/20,0,0,
318196,Virginia,2/10/20,0,0,
318331,Virginia,2/11/20,0,0,
318466,Virginia,2/12/20,0,0,
318601,Virginia,2/13/20,0,0,
318736,Virginia,2/14/20,0,0,
318871,Virginia,2/15/20,0,0,
319006,Virginia,2/16/20,0,0,
319141,Virginia,2/17/20,0,0,
319276,Virginia,2/18/20,0,0,
319411,Virginia,2/19/20,0,0,
319546,Virginia,2/20/20,0,0,
319681,Virginia,2/21/20,0,0,
319816,Virginia,2/22/20,0,0,
319951,Virginia,2/23/20,0,0,
320086,Virginia,2/24/20,0,0,
320221,Virginia,2/25/20,0,0,
320356,Virginia,2/26/20,0,0,
320491,Virginia,2/27/20,0,0,
320626,Virginia,2/28/20,0,0,
320761,Virginia,2/29/20,0,0,
320896,Virginia,3/1/20,0,0,
321031,Virginia,3/2/20,0,0,
321166,Virginia,3/3/20,0,0,
321301,Virginia,3/4/20,0,0,
321436,Virginia,3/5/20,0,0,
321571,Virginia,3/6/20,0,0,
321706,Virginia,3/7/20,0,0,
321841,Virginia,3/8/20,0,0,
321976,Virginia,3/9/20,0,0,
322111,Virginia,3/10/20,0,0,
322246,Virginia,3/11/20,0,0,
322381,Virginia,3/12/20,0,0,
322516,Virginia,3/13/20,0,0,
322651,Virginia,3/14/20,0,0,
322786,Virginia,3/15/20,0,0,
322924,Virginia,3/16/20,0,0,
323059,Virginia,3/17/20,0,0,
323194,Virginia,3/18/20,0,0,
323329,Virginia,3/19/20,0,0,
323464,Virginia,3/20/20,0,0,
323599,Virginia,3/21/20,0,0,
323734,Virginia,3/22/20,0,0,
323869,Virginia,3/23/20,0,0,
324004,Virginia,3/24/20,0,0,
324139,Virginia,3/25/20,0,0,
324280,Virginia,3/26/20,0,0,
324415,Virginia,3/27/20,0,0,
324550,Virginia,3/28/20,0,0,
324685,Virginia,3/29/20,0,0,
324820,Virginia,3/30/20,0,1,
324955,Virginia,3/31/20,0,1,
325090,Virginia,4/1/20,0,1,
325225,Virginia,4/2/20,0,1,
325360,Virginia,4/3/20,0,1,
325495,Virginia,4/4/20,1,1,
325630,Virginia,4/5/20,1,1,
325765,Virginia,4/6/20,1,1,
325900,Virginia,4/7/20,1,1,
326035,Virginia,4/8/20,1,1,
326170,Virginia,4/9/20,1,1,
326305,Virginia,4/10/20,1,1,
326440,Virginia,4/11/20,1,1,
326575,Virginia,4/12/20,1,1,
326710,Virginia,4/13/20,1,1,
326845,Virginia,4/14/20,1,1,
326980,Virginia,4/15/20,1,1,
327115,Virginia,4/16/20,1,1,
327250,Virginia,4/17/20,1,1,
327385,Virginia,4/18/20,1,1,
327520,Virginia,4/19/20,1,1,
327655,Virginia,4/20/20,1,1,
327790,Virginia,4/21/20,1,1,
327925,Virginia,4/22/20,1,1,
328060,Virginia,4/23/20,1,1,
328195,Virginia,4/24/20,1,1,
328330,Virginia,4/25/20,1,1,
328465,Virginia,4/26/20,1,1,
328600,Virginia,4/27/20,1,1,
328735,Virginia,4/28/20,1,1,
328870,Virginia,4/29/20,1,1,
329005,Virginia,4/30/20,1,1,
329140,Virginia,5/1/20,1,1,
329275,Virginia,5/2/20,1,1,
329410,Virginia,5/3/20,1,1,
329545,Virginia,5/4/20,1,1,
329680,Virginia,5/5/20,1,1,
329815,Virginia,5/6/20,1,1,
329950,Virginia,5/7/20,1,1,
330085,Virginia,5/8/20,1,1,
330220,Washington,1/22/20,0,0,
330261,Washington,1/23/20,0,0,
330302,Washington,1/24/20,0,0,
330343,Washington,1/25/20,0,0,
330384,Washington,1/26/20,0,0,
330425,Washington,1/27/20,0,0,
330466,Washington,1/28/20,0,0,
330507,Washington,1/29/20,0,0,
330548,Washington,1/30/20,0,0,
330589,Washington,1/31/20,0,0,
330630,Washington,2/1/20,0,0,
330671,Washington,2/2/20,0,0,
330712,Washington,2/3/20,0,0,
330753,Washington,2/4/20,0,0,
330794,Washington,2/5/20,0,0,
330835,Washington,2/6/20,0,0,
330876,Washington,2/7/20,0,0,
330917,Washington,2/8/20,0,0,
330958,Washington,2/9/20,0,0,
330999,Washington,2/10/20,0,0,
331040,Washington,2/11/20,0,0,
331081,Washington,2/12/20,0,0,
331122,Washington,2/13/20,0,0,
331163,Washington,2/14/20,0,0,
331204,Washington,2/15/20,0,0,
331245,Washington,2/16/20,0,0,
331286,Washington,2/17/20,0,0,
331327,Washington,2/18/20,0,0,
331368,Washington,2/19/20,0,0,
331409,Washington,2/20/20,0,0,
331450,Washington,2/21/20,0,0,
331491,Washington,2/22/20,0,0,
331532,Washington,2/23/20,0,0,
331573,Washington,2/24/20,0,0,
331614,Washington,2/25/20,0,0,
331655,Washington,2/26/20,0,0,
331696,Washington,2/27/20,0,0,
331737,Washington,2/28/20,0,0,
331778,Washington,2/29/20,0,0,
331819,Washington,3/1/20,0,0,
331860,Washington,3/2/20,0,0,
331901,Washington,3/3/20,0,0,
331942,Washington,3/4/20,0,0,
331983,Washington,3/5/20,0,0,
332024,Washington,3/6/20,0,0,
332065,Washington,3/7/20,0,0,
332106,Washington,3/8/20,0,0,
332147,Washington,3/9/20,0,0,
332188,Washington,3/10/20,0,0,
332229,Washington,3/11/20,0,0,
332270,Washington,3/12/20,0,0,
332311,Washington,3/13/20,0,0,
332352,Washington,3/14/20,0,0,
332393,Washington,3/15/20,0,0,
332434,Washington,3/16/20,0,0,
332475,Washington,3/17/20,0,0,
332516,Washington,3/18/20,0,0,
332557,Washington,3/19/20,0,0,
332598,Washington,3/20/20,0,0,
332639,Washington,3/21/20,0,0,
332680,Washington,3/22/20,0,0,
332721,Washington,3/23/20,0,1,
332762,Washington,3/24/20,0,1,
332803,Washington,3/25/20,0,1,
332844,Washington,3/26/20,0,1,
332885,Washington,3/27/20,0,1,
332926,Washington,3/28/20,0,1,
332967,Washington,3/29/20,0,1,
333008,Washington,3/30/20,0,1,
333049,Washington,3/31/20,0,1,
333090,Washington,4/1/20,0,1,
333131,Washington,4/2/20,0,1,
333172,Washington,4/3/20,0,1,
333213,Washington,4/4/20,1,1,
333254,Washington,4/5/20,1,1,
333295,Washington,4/6/20,1,1,
333336,Washington,4/7/20,1,1,
333377,Washington,4/8/20,1,1,
333418,Washington,4/9/20,1,1,
333459,Washington,4/10/20,1,1,
333500,Washington,4/11/20,1,1,
333541,Washington,4/12/20,1,1,
333582,Washington,4/13/20,1,1,
333623,Washington,4/14/20,1,1,
333664,Washington,4/15/20,1,1,
333705,Washington,4/16/20,1,1,
333746,Washington,4/17/20,1,1,
333787,Washington,4/18/20,1,1,
333828,Washington,4/19/20,1,1,
333869,Washington,4/20/20,1,1,
333910,Washington,4/21/20,1,1,
333951,Washington,4/22/20,1,1,
333992,Washington,4/23/20,1,1,
334033,Washington,4/24/20,1,1,
334074,Washington,4/25/20,1,1,
334115,Washington,4/26/20,1,1,
334156,Washington,4/27/20,1,1,
334197,Washington,4/28/20,1,1,
334238,Washington,4/29/20,1,1,
334279,Washington,4/30/20,1,1,
334320,Washington,5/1/20,1,1,
334361,Washington,5/2/20,1,1,
334402,Washington,5/3/20,1,1,
334443,Washington,5/4/20,1,1,
334484,Washington,5/5/20,1,1,
334525,Washington,5/6/20,1,1,
334566,Washington,5/7/20,1,1,
334607,Washington,5/8/20,1,1,
334648,West Virginia,1/22/20,0,0,
334705,West Virginia,1/23/20,0,0,
334762,West Virginia,1/24/20,0,0,
334819,West Virginia,1/25/20,0,0,
334876,West Virginia,1/26/20,0,0,
334933,West Virginia,1/27/20,0,0,
334990,West Virginia,1/28/20,0,0,
335047,West Virginia,1/29/20,0,0,
335104,West Virginia,1/30/20,0,0,
335161,West Virginia,1/31/20,0,0,
335218,West Virginia,2/1/20,0,0,
335275,West Virginia,2/2/20,0,0,
335332,West Virginia,2/3/20,0,0,
335389,West Virginia,2/4/20,0,0,
335446,West Virginia,2/5/20,0,0,
335503,West Virginia,2/6/20,0,0,
335560,West Virginia,2/7/20,0,0,
335617,West Virginia,2/8/20,0,0,
335674,West Virginia,2/9/20,0,0,
335731,West Virginia,2/10/20,0,0,
335788,West Virginia,2/11/20,0,0,
335845,West Virginia,2/12/20,0,0,
335902,West Virginia,2/13/20,0,0,
335959,West Virginia,2/14/20,0,0,
336016,West Virginia,2/15/20,0,0,
336073,West Virginia,2/16/20,0,0,
336130,West Virginia,2/17/20,0,0,
336187,West Virginia,2/18/20,0,0,
336244,West Virginia,2/19/20,0,0,
336301,West Virginia,2/20/20,0,0,
336358,West Virginia,2/21/20,0,0,
336415,West Virginia,2/22/20,0,0,
336472,West Virginia,2/23/20,0,0,
336529,West Virginia,2/24/20,0,0,
336586,West Virginia,2/25/20,0,0,
336643,West Virginia,2/26/20,0,0,
336700,West Virginia,2/27/20,0,0,
336757,West Virginia,2/28/20,0,0,
336814,West Virginia,2/29/20,0,0,
336871,West Virginia,3/1/20,0,0,
336928,West Virginia,3/2/20,0,0,
336985,West Virginia,3/3/20,0,0,
337042,West Virginia,3/4/20,0,0,
337099,West Virginia,3/5/20,0,0,
337156,West Virginia,3/6/20,0,0,
337213,West Virginia,3/7/20,0,0,
337270,West Virginia,3/8/20,0,0,
337327,West Virginia,3/9/20,0,0,
337384,West Virginia,3/10/20,0,0,
337441,West Virginia,3/11/20,0,0,
337498,West Virginia,3/12/20,0,0,
337555,West Virginia,3/13/20,0,0,
337612,West Virginia,3/14/20,0,0,
337669,West Virginia,3/15/20,0,0,
337726,West Virginia,3/16/20,0,0,
337783,West Virginia,3/17/20,0,0,
337840,West Virginia,3/18/20,0,0,
337897,West Virginia,3/19/20,0,0,
337954,West Virginia,3/20/20,0,0,
338011,West Virginia,3/21/20,0,0,
338068,West Virginia,3/22/20,0,0,
338125,West Virginia,3/23/20,0,0,
338182,West Virginia,3/24/20,0,1,
338239,West Virginia,3/25/20,0,1,
338296,West Virginia,3/26/20,0,1,
338353,West Virginia,3/27/20,0,1,
338410,West Virginia,3/28/20,0,1,
338467,West Virginia,3/29/20,0,1,
338524,West Virginia,3/30/20,0,1,
338581,West Virginia,3/31/20,0,1,
338638,West Virginia,4/1/20,0,1,
338695,West Virginia,4/2/20,0,1,
338752,West Virginia,4/3/20,0,1,
338809,West Virginia,4/4/20,1,1,
338866,West Virginia,4/5/20,1,1,
338923,West Virginia,4/6/20,1,1,
338980,West Virginia,4/7/20,1,1,
339037,West Virginia,4/8/20,1,1,
339094,West Virginia,4/9/20,1,1,
339151,West Virginia,4/10/20,1,1,
339208,West Virginia,4/11/20,1,1,
339265,West Virginia,4/12/20,1,1,
339322,West Virginia,4/13/20,1,1,
339379,West Virginia,4/14/20,1,1,
339436,West Virginia,4/15/20,1,1,
339493,West Virginia,4/16/20,1,1,
339550,West Virginia,4/17/20,1,1,
339607,West Virginia,4/18/20,1,1,
339664,West Virginia,4/19/20,1,1,
339721,West Virginia,4/20/20,1,1,
339778,West Virginia,4/21/20,1,1,
339835,West Virginia,4/22/20,1,1,
339892,West Virginia,4/23/20,1,1,
339949,West Virginia,4/24/20,1,1,
340006,West Virginia,4/25/20,1,1,
340063,West Virginia,4/26/20,1,1,
340120,West Virginia,4/27/20,1,1,
340177,West Virginia,4/28/20,1,1,
340234,West Virginia,4/29/20,1,1,
340291,West Virginia,4/30/20,1,1,
340348,West Virginia,5/1/20,1,1,
340405,West Virginia,5/2/20,1,1,
340462,West Virginia,5/3/20,1,1,
340519,West Virginia,5/4/20,1,1,
340576,West Virginia,5/5/20,1,1,
340633,West Virginia,5/6/20,1,1,
340690,West Virginia,5/7/20,1,1,
340747,West Virginia,5/8/20,1,1,
340804,Wisconsin,1/22/20,0,0,
340878,Wisconsin,1/23/20,0,0,
340952,Wisconsin,1/24/20,0,0,
341026,Wisconsin,1/25/20,0,0,
341100,Wisconsin,1/26/20,0,0,
341174,Wisconsin,1/27/20,0,0,
341248,Wisconsin,1/28/20,0,0,
341322,Wisconsin,1/29/20,0,0,
341396,Wisconsin,1/30/20,0,0,
341470,Wisconsin,1/31/20,0,0,
341544,Wisconsin,2/1/20,0,0,
341618,Wisconsin,2/2/20,0,0,
341692,Wisconsin,2/3/20,0,0,
341766,Wisconsin,2/4/20,0,0,
341840,Wisconsin,2/5/20,0,0,
341914,Wisconsin,2/6/20,0,0,
341988,Wisconsin,2/7/20,0,0,
342062,Wisconsin,2/8/20,0,0,
342136,Wisconsin,2/9/20,0,0,
342210,Wisconsin,2/10/20,0,0,
342284,Wisconsin,2/11/20,0,0,
342358,Wisconsin,2/12/20,0,0,
342432,Wisconsin,2/13/20,0,0,
342506,Wisconsin,2/14/20,0,0,
342580,Wisconsin,2/15/20,0,0,
342654,Wisconsin,2/16/20,0,0,
342728,Wisconsin,2/17/20,0,0,
342802,Wisconsin,2/18/20,0,0,
342876,Wisconsin,2/19/20,0,0,
342950,Wisconsin,2/20/20,0,0,
343024,Wisconsin,2/21/20,0,0,
343098,Wisconsin,2/22/20,0,0,
343172,Wisconsin,2/23/20,0,0,
343246,Wisconsin,2/24/20,0,0,
343320,Wisconsin,2/25/20,0,0,
343394,Wisconsin,2/26/20,0,0,
343468,Wisconsin,2/27/20,0,0,
343542,Wisconsin,2/28/20,0,0,
343616,Wisconsin,2/29/20,0,0,
343690,Wisconsin,3/1/20,0,0,
343764,Wisconsin,3/2/20,0,0,
343838,Wisconsin,3/3/20,0,0,
343912,Wisconsin,3/4/20,0,0,
343986,Wisconsin,3/5/20,0,0,
344060,Wisconsin,3/6/20,0,0,
344134,Wisconsin,3/7/20,0,0,
344208,Wisconsin,3/8/20,0,0,
344282,Wisconsin,3/9/20,0,0,
344356,Wisconsin,3/10/20,0,0,
344430,Wisconsin,3/11/20,0,0,
344504,Wisconsin,3/12/20,0,0,
344578,Wisconsin,3/13/20,0,0,
344652,Wisconsin,3/14/20,0,0,
344726,Wisconsin,3/15/20,0,0,
344800,Wisconsin,3/16/20,0,0,
344874,Wisconsin,3/17/20,0,0,
344952,Wisconsin,3/18/20,0,0,
345026,Wisconsin,3/19/20,0,0,
345100,Wisconsin,3/20/20,0,0,
345174,Wisconsin,3/21/20,0,0,
345248,Wisconsin,3/22/20,0,0,
345322,Wisconsin,3/23/20,0,0,
345396,Wisconsin,3/24/20,0,0,
345470,Wisconsin,3/25/20,0,1,
345546,Wisconsin,3/26/20,0,1,
345620,Wisconsin,3/27/20,0,1,
345694,Wisconsin,3/28/20,0,1,
345768,Wisconsin,3/29/20,0,1,
345842,Wisconsin,3/30/20,0,1,
345916,Wisconsin,3/31/20,0,1,
345990,Wisconsin,4/1/20,0,1,
346064,Wisconsin,4/2/20,0,1,
346138,Wisconsin,4/3/20,0,1,
346212,Wisconsin,4/4/20,1,1,
346286,Wisconsin,4/5/20,1,1,
346360,Wisconsin,4/6/20,1,1,
346434,Wisconsin,4/7/20,1,1,
346508,Wisconsin,4/8/20,1,1,
346582,Wisconsin,4/9/20,1,1,
346656,Wisconsin,4/10/20,1,1,
346730,Wisconsin,4/11/20,1,1,
346804,Wisconsin,4/12/20,1,1,
346878,Wisconsin,4/13/20,1,1,
346952,Wisconsin,4/14/20,1,1,
347026,Wisconsin,4/15/20,1,1,
347100,Wisconsin,4/16/20,1,1,
347174,Wisconsin,4/17/20,1,1,
347248,Wisconsin,4/18/20,1,1,
347322,Wisconsin,4/19/20,1,1,
347396,Wisconsin,4/20/20,1,1,
347470,Wisconsin,4/21/20,1,1,
347544,Wisconsin,4/22/20,1,1,
347618,Wisconsin,4/23/20,1,1,
347692,Wisconsin,4/24/20,1,1,
347766,Wisconsin,4/25/20,1,1,
347840,Wisconsin,4/26/20,1,1,
347914,Wisconsin,4/27/20,1,1,
347988,Wisconsin,4/28/20,1,1,
348062,Wisconsin,4/29/20,1,1,
348136,Wisconsin,4/30/20,1,1,
348210,Wisconsin,5/1/20,1,1,
348284,Wisconsin,5/2/20,1,1,
348358,Wisconsin,5/3/20,1,1,
348432,Wisconsin,5/4/20,1,1,
348506,Wisconsin,5/5/20,1,1,
348580,Wisconsin,5/6/20,1,1,
348654,Wisconsin,5/7/20,1,1,
348728,Wisconsin,5/8/20,1,1,
348802,Wyoming,1/22/20,0,0,
348827,Wyoming,1/23/20,0,0,
348852,Wyoming,1/24/20,0,0,
348877,Wyoming,1/25/20,0,0,
348902,Wyoming,1/26/20,0,0,
348927,Wyoming,1/27/20,0,0,
348952,Wyoming,1/28/20,0,0,
348977,Wyoming,1/29/20,0,0,
349002,Wyoming,1/30/20,0,0,
349027,Wyoming,1/31/20,0,0,
349052,Wyoming,2/1/20,0,0,
349077,Wyoming,2/2/20,0,0,
349102,Wyoming,2/3/20,0,0,
349127,Wyoming,2/4/20,0,0,
349152,Wyoming,2/5/20,0,0,
349177,Wyoming,2/6/20,0,0,
349202,Wyoming,2/7/20,0,0,
349227,Wyoming,2/8/20,0,0,
349252,Wyoming,2/9/20,0,0,
349277,Wyoming,2/10/20,0,0,
349302,Wyoming,2/11/20,0,0,
349327,Wyoming,2/12/20,0,0,
349352,Wyoming,2/13/20,0,0,
349377,Wyoming,2/14/20,0,0,
349402,Wyoming,2/15/20,0,0,
349427,Wyoming,2/16/20,0,0,
349452,Wyoming,2/17/20,0,0,
349477,Wyoming,2/18/20,0,0,
349502,Wyoming,2/19/20,0,0,
349527,Wyoming,2/20/20,0,0,
349552,Wyoming,2/21/20,0,0,
349577,Wyoming,2/22/20,0,0,
349602,Wyoming,2/23/20,0,0,
349627,Wyoming,2/24/20,0,0,
349652,Wyoming,2/25/20,0,0,
349677,Wyoming,2/26/20,0,0,
349702,Wyoming,2/27/20,0,0,
349727,Wyoming,2/28/20,0,0,
349752,Wyoming,2/29/20,0,0,
349777,Wyoming,3/1/20,0,0,
349802,Wyoming,3/2/20,0,0,
349827,Wyoming,3/3/20,0,0,
349852,Wyoming,3/4/20,0,0,
349877,Wyoming,3/5/20,0,0,
349902,Wyoming,3/6/20,0,0,
349927,Wyoming,3/7/20,0,0,
349952,Wyoming,3/8/20,0,0,
349977,Wyoming,3/9/20,0,0,
350002,Wyoming,3/10/20,0,0,
350027,Wyoming,3/11/20,0,0,
350052,Wyoming,3/12/20,0,0,
350077,Wyoming,3/13/20,0,0,
350102,Wyoming,3/14/20,0,0,
350127,Wyoming,3/15/20,0,0,
350152,Wyoming,3/16/20,0,0,
350177,Wyoming,3/17/20,0,0,
350202,Wyoming,3/18/20,0,0,
350227,Wyoming,3/19/20,0,0,
350252,Wyoming,3/20/20,0,0,
350277,Wyoming,3/21/20,0,0,
350302,Wyoming,3/22/20,0,0,
350327,Wyoming,3/23/20,0,0,
350352,Wyoming,3/24/20,0,0,
350377,Wyoming,3/25/20,0,0,
350402,Wyoming,3/26/20,0,0,
350427,Wyoming,3/27/20,0,0,
350452,Wyoming,3/28/20,0,0,
350477,Wyoming,3/29/20,0,0,
350502,Wyoming,3/30/20,0,0,
350527,Wyoming,3/31/20,0,0,
350552,Wyoming,4/1/20,0,0,
350577,Wyoming,4/2/20,0,0,
350602,Wyoming,4/3/20,0,0,
350627,Wyoming,4/4/20,1,0,
350652,Wyoming,4/5/20,1,0,
350677,Wyoming,4/6/20,1,0,
350702,Wyoming,4/7/20,1,0,
350727,Wyoming,4/8/20,1,0,
350752,Wyoming,4/9/20,1,0,
350777,Wyoming,4/10/20,1,0,
350802,Wyoming,4/11/20,1,0,
350827,Wyoming,4/12/20,1,0,
350852,Wyoming,4/13/20,1,0,
350877,Wyoming,4/14/20,1,0,
350902,Wyoming,4/15/20,1,0,
350927,Wyoming,4/16/20,1,0,
350952,Wyoming,4/17/20,1,0,
350977,Wyoming,4/18/20,1,0,
351002,Wyoming,4/19/20,1,0,
351027,Wyoming,4/20/20,1,0,
351052,Wyoming,4/21/20,1,0,
351077,Wyoming,4/22/20,1,0,
351102,Wyoming,4/23/20,1,0,
351127,Wyoming,4/24/20,1,0,
351152,Wyoming,4/25/20,1,0,
351177,Wyoming,4/26/20,1,0,
351202,Wyoming,4/27/20,1,0,
351227,Wyoming,4/28/20,1,0,
351252,Wyoming,4/29/20,1,0,
351277,Wyoming,4/30/20,1,0,
351302,Wyoming,5/1/20,1,0,
351327,Wyoming,5/2/20,1,0,
351352,Wyoming,5/3/20,1,0,
351377,Wyoming,5/4/20,1,0,
351402,Wyoming,5/5/20,1,0,
351427,Wyoming,5/6/20,1,0,
351452,Wyoming,5/7/20,1,0,
351477,Wyoming,5/8/20,1,0,
351502,Puerto Rico,1/22/20,0,0,
351503,Puerto Rico,1/23/20,0,0,
351504,Puerto Rico,1/24/20,0,0,
351505,Puerto Rico,1/25/20,0,0,
351506,Puerto Rico,1/26/20,0,0,
351507,Puerto Rico,1/27/20,0,0,
351508,Puerto Rico,1/28/20,0,0,
351509,Puerto Rico,1/29/20,0,0,
351510,Puerto Rico,1/30/20,0,0,
351511,Puerto Rico,1/31/20,0,0,
351512,Puerto Rico,2/1/20,0,0,
351513,Puerto Rico,2/2/20,0,0,
351514,Puerto Rico,2/3/20,0,0,
351515,Puerto Rico,2/4/20,0,0,
351516,Puerto Rico,2/5/20,0,0,
351517,Puerto Rico,2/6/20,0,0,
351518,Puerto Rico,2/7/20,0,0,
351519,Puerto Rico,2/8/20,0,0,
351520,Puerto Rico,2/9/20,0,0,
351521,Puerto Rico,2/10/20,0,0,
351522,Puerto Rico,2/11/20,0,0,
351523,Puerto Rico,2/12/20,0,0,
351524,Puerto Rico,2/13/20,0,0,
351525,Puerto Rico,2/14/20,0,0,
351526,Puerto Rico,2/15/20,0,0,
351527,Puerto Rico,2/16/20,0,0,
351528,Puerto Rico,2/17/20,0,0,
351529,Puerto Rico,2/18/20,0,0,
351530,Puerto Rico,2/19/20,0,0,
351531,Puerto Rico,2/20/20,0,0,
351532,Puerto Rico,2/21/20,0,0,
351533,Puerto Rico,2/22/20,0,0,
351534,Puerto Rico,2/23/20,0,0,
351535,Puerto Rico,2/24/20,0,0,
351536,Puerto Rico,2/25/20,0,0,
351537,Puerto Rico,2/26/20,0,0,
351538,Puerto Rico,2/27/20,0,0,
351539,Puerto Rico,2/28/20,0,0,
351540,Puerto Rico,2/29/20,0,0,
351541,Puerto Rico,3/1/20,0,0,
351542,Puerto Rico,3/2/20,0,0,
351543,Puerto Rico,3/3/20,0,0,
