,state,date,Mask,lock_down,Stay-at-home
137789,Massachusetts,5/7/20,1,1,
137806,Massachusetts,5/8/20,1,1,
137823,Michigan,1/22/20,0,0,
137910,Michigan,1/23/20,0,0,
137997,Michigan,1/24/20,0,0,
138084,Michigan,1/25/20,0,0,
138171,Michigan,1/26/20,0,0,
138258,Michigan,1/27/20,0,0,
138345,Michigan,1/28/20,0,0,
138432,Michigan,1/29/20,0,0,
138519,Michigan,1/30/20,0,0,
138606,Michigan,1/31/20,0,0,
138693,Michigan,2/1/20,0,0,
138780,Michigan,2/2/20,0,0,
138867,Michigan,2/3/20,0,0,
138954,Michigan,2/4/20,0,0,
139041,Michigan,2/5/20,0,0,
139128,Michigan,2/6/20,0,0,
139215,Michigan,2/7/20,0,0,
139302,Michigan,2/8/20,0,0,
139389,Michigan,2/9/20,0,0,
139476,Michigan,2/10/20,0,0,
139563,Michigan,2/11/20,0,0,
139650,Michigan,2/12/20,0,0,
139737,Michigan,2/13/20,0,0,
139824,Michigan,2/14/20,0,0,
139911,Michigan,2/15/20,0,0,
139998,Michigan,2/16/20,0,0,
140085,Michigan,2/17/20,0,0,
140172,Michigan,2/18/20,0,0,
140259,Michigan,2/19/20,0,0,
140346,Michigan,2/20/20,0,0,
140433,Michigan,2/21/20,0,0,
140520,Michigan,2/22/20,0,0,
140607,Michigan,2/23/20,0,0,
140694,Michigan,2/24/20,0,0,
140781,Michigan,2/25/20,0,0,
140868,Michigan,2/26/20,0,0,
140955,Michigan,2/27/20,0,0,
141042,Michigan,2/28/20,0,0,
141129,Michigan,2/29/20,0,0,
141216,Michigan,3/1/20,0,0,
141303,Michigan,3/2/20,0,0,
141390,Michigan,3/3/20,0,0,
141477,Michigan,3/4/20,0,0,
141564,Michigan,3/5/20,0,0,
141651,Michigan,3/6/20,0,0,
141738,Michigan,3/7/20,0,0,
141825,Michigan,3/8/20,0,0,
141912,Michigan,3/9/20,0,0,
141999,Michigan,3/10/20,0,0,
142086,Michigan,3/11/20,0,0,
142173,Michigan,3/12/20,0,0,
142260,Michigan,3/13/20,0,0,
142349,Michigan,3/14/20,0,0,
142436,Michigan,3/15/20,0,0,
142523,Michigan,3/16/20,0,0,
142614,Michigan,3/17/20,0,0,
142701,Michigan,3/18/20,0,0,
142788,Michigan,3/19/20,0,0,
142875,Michigan,3/20/20,0,0,
142962,Michigan,3/21/20,0,0,
143049,Michigan,3/22/20,0,0,
143136,Michigan,3/23/20,0,0,
143223,Michigan,3/24/20,0,1,
143310,Michigan,3/25/20,0,1,
143397,Michigan,3/26/20,0,1,
143484,Michigan,3/27/20,0,1,
143571,Michigan,3/28/20,0,1,
143658,Michigan,3/29/20,0,1,
143745,Michigan,3/30/20,0,1,
143832,Michigan,3/31/20,0,1,
143919,Michigan,4/1/20,0,1,
144006,Michigan,4/2/20,0,1,
144093,Michigan,4/3/20,0,1,
144180,Michigan,4/4/20,1,1,
144267,Michigan,4/5/20,1,1,
144354,Michigan,4/6/20,1,1,
144441,Michigan,4/7/20,1,1,
144528,Michigan,4/8/20,1,1,
144615,Michigan,4/9/20,1,1,
144702,Michigan,4/10/20,1,1,
144789,Michigan,4/11/20,1,1,
144876,Michigan,4/12/20,1,1,
144963,Michigan,4/13/20,1,1,
145050,Michigan,4/14/20,1,1,
145137,Michigan,4/15/20,1,1,
145224,Michigan,4/16/20,1,1,
145311,Michigan,4/17/20,1,1,
145398,Michigan,4/18/20,1,1,
145485,Michigan,4/19/20,1,1,
145572,Michigan,4/20/20,1,1,
145659,Michigan,4/21/20,1,1,
145746,Michigan,4/22/20,1,1,
145833,Michigan,4/23/20,1,1,
145920,Michigan,4/24/20,1,1,
146007,Michigan,4/25/20,1,1,
146094,Michigan,4/26/20,1,1,
146181,Michigan,4/27/20,1,1,
146268,Michigan,4/28/20,1,1,
146355,Michigan,4/29/20,1,1,
146442,Michigan,4/30/20,1,1,
146529,Michigan,5/1/20,1,1,
146616,Michigan,5/2/20,1,1,
146703,Michigan,5/3/20,1,1,
146790,Michigan,5/4/20,1,1,
146877,Michigan,5/5/20,1,1,
146964,Michigan,5/6/20,1,1,
147051,Michigan,5/7/20,1,1,
147138,Michigan,5/8/20,1,1,
147225,Minnesota,1/22/20,0,0,
147314,Minnesota,1/23/20,0,0,
147403,Minnesota,1/24/20,0,0,
147492,Minnesota,1/25/20,0,0,
147581,Minnesota,1/26/20,0,0,
147670,Minnesota,1/27/20,0,0,
147759,Minnesota,1/28/20,0,0,
147848,Minnesota,1/29/20,0,0,
147937,Minnesota,1/30/20,0,0,
148026,Minnesota,1/31/20,0,0,
148115,Minnesota,2/1/20,0,0,
148204,Minnesota,2/2/20,0,0,
148293,Minnesota,2/3/20,0,0,
148382,Minnesota,2/4/20,0,0,
148471,Minnesota,2/5/20,0,0,
148560,Minnesota,2/6/20,0,0,
148649,Minnesota,2/7/20,0,0,
148738,Minnesota,2/8/20,0,0,
148827,Minnesota,2/9/20,0,0,
148916,Minnesota,2/10/20,0,0,
149005,Minnesota,2/11/20,0,0,
149094,Minnesota,2/12/20,0,0,
149183,Minnesota,2/13/20,0,0,
149272,Minnesota,2/14/20,0,0,
149361,Minnesota,2/15/20,0,0,
149450,Minnesota,2/16/20,0,0,
149539,Minnesota,2/17/20,0,0,
149628,Minnesota,2/18/20,0,0,
149717,Minnesota,2/19/20,0,0,
149806,Minnesota,2/20/20,0,0,
149895,Minnesota,2/21/20,0,0,
149984,Minnesota,2/22/20,0,0,
150073,Minnesota,2/23/20,0,0,
150162,Minnesota,2/24/20,0,0,
150251,Minnesota,2/25/20,0,0,
150340,Minnesota,2/26/20,0,0,
150429,Minnesota,2/27/20,0,0,
150518,Minnesota,2/28/20,0,0,
150607,Minnesota,2/29/20,0,0,
150696,Minnesota,3/1/20,0,0,
150785,Minnesota,3/2/20,0,0,
150874,Minnesota,3/3/20,0,0,
150963,Minnesota,3/4/20,0,0,
151052,Minnesota,3/5/20,0,0,
151141,Minnesota,3/6/20,0,0,
151230,Minnesota,3/7/20,0,0,
151319,Minnesota,3/8/20,0,0,
151408,Minnesota,3/9/20,0,0,
151497,Minnesota,3/10/20,0,0,
151586,Minnesota,3/11/20,0,0,
151675,Minnesota,3/12/20,0,0,
151764,Minnesota,3/13/20,0,0,
151853,Minnesota,3/14/20,0,0,
151942,Minnesota,3/15/20,0,0,
152031,Minnesota,3/16/20,0,0,
152120,Minnesota,3/17/20,0,0,
152209,Minnesota,3/18/20,0,0,
152298,Minnesota,3/19/20,0,0,
152387,Minnesota,3/20/20,0,0,
152476,Minnesota,3/21/20,0,0,
152565,Minnesota,3/22/20,0,0,
152654,Minnesota,3/23/20,0,0,
152743,Minnesota,3/24/20,0,0,
152832,Minnesota,3/25/20,0,0,
152921,Minnesota,3/26/20,0,0,
153010,Minnesota,3/27/20,0,0,
153099,Minnesota,3/28/20,0,1,
153188,Minnesota,3/29/20,0,1,
153277,Minnesota,3/30/20,0,1,
153366,Minnesota,3/31/20,0,1,
153455,Minnesota,4/1/20,0,1,
153544,Minnesota,4/2/20,0,1,
153633,Minnesota,4/3/20,0,1,
153722,Minnesota,4/4/20,1,1,
153811,Minnesota,4/5/20,1,1,
153900,Minnesota,4/6/20,1,1,
153989,Minnesota,4/7/20,1,1,
154078,Minnesota,4/8/20,1,1,
154167,Minnesota,4/9/20,1,1,
154256,Minnesota,4/10/20,1,1,
154345,Minnesota,4/11/20,1,1,
154434,Minnesota,4/12/20,1,1,
154523,Minnesota,4/13/20,1,1,
154612,Minnesota,4/14/20,1,1,
154701,Minnesota,4/15/20,1,1,
154790,Minnesota,4/16/20,1,1,
154879,Minnesota,4/17/20,1,1,
154968,Minnesota,4/18/20,1,1,
155057,Minnesota,4/19/20,1,1,
155146,Minnesota,4/20/20,1,1,
155235,Minnesota,4/21/20,1,1,
155324,Minnesota,4/22/20,1,1,
155413,Minnesota,4/23/20,1,1,
155502,Minnesota,4/24/20,1,1,
155591,Minnesota,4/25/20,1,1,
155680,Minnesota,4/26/20,1,1,
155769,Minnesota,4/27/20,1,1,
155858,Minnesota,4/28/20,1,1,
155947,Minnesota,4/29/20,1,1,
156036,Minnesota,4/30/20,1,1,
156125,Minnesota,5/1/20,1,1,
156214,Minnesota,5/2/20,1,1,
156303,Minnesota,5/3/20,1,1,
156392,Minnesota,5/4/20,1,1,
156481,Minnesota,5/5/20,1,1,
156570,Minnesota,5/6/20,1,1,
156659,Minnesota,5/7/20,1,1,
156748,Minnesota,5/8/20,1,1,
156837,Mississippi,1/22/20,0,0,
156921,Mississippi,1/23/20,0,0,
157005,Mississippi,1/24/20,0,0,
157089,Mississippi,1/25/20,0,0,
157173,Mississippi,1/26/20,0,0,
157257,Mississippi,1/27/20,0,0,
157341,Mississippi,1/28/20,0,0,
157425,Mississippi,1/29/20,0,0,
157509,Mississippi,1/30/20,0,0,
157593,Mississippi,1/31/20,0,0,
157677,Mississippi,2/1/20,0,0,
157761,Mississippi,2/2/20,0,0,
157845,Mississippi,2/3/20,0,0,
157929,Mississippi,2/4/20,0,0,
158013,Mississippi,2/5/20,0,0,
158097,Mississippi,2/6/20,0,0,
158181,Mississippi,2/7/20,0,0,
158265,Mississippi,2/8/20,0,0,
158349,Mississippi,2/9/20,0,0,
158433,Mississippi,2/10/20,0,0,
158517,Mississippi,2/11/20,0,0,
158601,Mississippi,2/12/20,0,0,
158685,Mississippi,2/13/20,0,0,
158769,Mississippi,2/14/20,0,0,
158853,Mississippi,2/15/20,0,0,
158937,Mississippi,2/16/20,0,0,
159021,Mississippi,2/17/20,0,0,
159105,Mississippi,2/18/20,0,0,
159189,Mississippi,2/19/20,0,0,
159273,Mississippi,2/20/20,0,0,
159357,Mississippi,2/21/20,0,0,
159441,Mississippi,2/22/20,0,0,
159525,Mississippi,2/23/20,0,0,
159609,Mississippi,2/24/20,0,0,
159693,Mississippi,2/25/20,0,0,
159777,Mississippi,2/26/20,0,0,
159861,Mississippi,2/27/20,0,0,
159945,Mississippi,2/28/20,0,0,
160029,Mississippi,2/29/20,0,0,
160113,Mississippi,3/1/20,0,0,
160197,Mississippi,3/2/20,0,0,
160281,Mississippi,3/3/20,0,0,
160365,Mississippi,3/4/20,0,0,
160449,Mississippi,3/5/20,0,0,
160533,Mississippi,3/6/20,0,0,
160617,Mississippi,3/7/20,0,0,
160701,Mississippi,3/8/20,0,0,
160785,Mississippi,3/9/20,0,0,
160869,Mississippi,3/10/20,0,0,
160953,Mississippi,3/11/20,0,0,
161037,Mississippi,3/12/20,0,0,
161121,Mississippi,3/13/20,0,0,
161205,Mississippi,3/14/20,0,0,
161289,Mississippi,3/15/20,0,0,
161373,Mississippi,3/16/20,0,0,
161457,Mississippi,3/17/20,0,0,
161541,Mississippi,3/18/20,0,0,
161625,Mississippi,3/19/20,0,0,
161709,Mississippi,3/20/20,0,0,
161793,Mississippi,3/21/20,0,0,
161877,Mississippi,3/22/20,0,0,
161961,Mississippi,3/23/20,0,0,
162045,Mississippi,3/24/20,0,0,
162129,Mississippi,3/25/20,0,0,
162213,Mississippi,3/26/20,0,0,
162297,Mississippi,3/27/20,0,0,
162381,Mississippi,3/28/20,0,0,
162465,Mississippi,3/29/20,0,0,
162549,Mississippi,3/30/20,0,0,
162633,Mississippi,3/31/20,0,0,
162717,Mississippi,4/1/20,0,0,
162801,Mississippi,4/2/20,0,0,
162885,Mississippi,4/3/20,0,1,
162969,Mississippi,4/4/20,1,1,
163053,Mississippi,4/5/20,1,1,
163137,Mississippi,4/6/20,1,1,
163221,Mississippi,4/7/20,1,1,
163305,Mississippi,4/8/20,1,1,
163389,Mississippi,4/9/20,1,1,
163473,Mississippi,4/10/20,1,1,
163557,Mississippi,4/11/20,1,1,
163641,Mississippi,4/12/20,1,1,
163725,Mississippi,4/13/20,1,1,
163809,Mississippi,4/14/20,1,1,
163893,Mississippi,4/15/20,1,1,
163977,Mississippi,4/16/20,1,1,
164061,Mississippi,4/17/20,1,1,
164145,Mississippi,4/18/20,1,1,
164229,Mississippi,4/19/20,1,1,
164313,Mississippi,4/20/20,1,1,
164397,Mississippi,4/21/20,1,1,
164481,Mississippi,4/22/20,1,1,
164565,Mississippi,4/23/20,1,1,
164649,Mississippi,4/24/20,1,1,
164733,Mississippi,4/25/20,1,1,
164817,Mississippi,4/26/20,1,1,
164901,Mississippi,4/27/20,1,1,
164985,Mississippi,4/28/20,1,1,
165069,Mississippi,4/29/20,1,1,
165153,Mississippi,4/30/20,1,1,
165237,Mississippi,5/1/20,1,1,
165321,Mississippi,5/2/20,1,1,
165405,Mississippi,5/3/20,1,1,
165489,Mississippi,5/4/20,1,1,
165573,Mississippi,5/5/20,1,1,
165657,Mississippi,5/6/20,1,1,
165741,Mississippi,5/7/20,1,1,
165825,Mississippi,5/8/20,1,1,
165909,Missouri,1/22/20,0,0,
166027,Missouri,1/23/20,0,0,
166145,Missouri,1/24/20,0,0,
166263,Missouri,1/25/20,0,0,
166381,Missouri,1/26/20,0,0,
166499,Missouri,1/27/20,0,0,
166617,Missouri,1/28/20,0,0,
166735,Missouri,1/29/20,0,0,
166853,Missouri,1/30/20,0,0,
166971,Missouri,1/31/20,0,0,
167089,Missouri,2/1/20,0,0,
167207,Missouri,2/2/20,0,0,
167325,Missouri,2/3/20,0,0,
167443,Missouri,2/4/20,0,0,
167561,Missouri,2/5/20,0,0,
167679,Missouri,2/6/20,0,0,
167797,Missouri,2/7/20,0,0,
167915,Missouri,2/8/20,0,0,
168033,Missouri,2/9/20,0,0,
168151,Missouri,2/10/20,0,0,
168269,Missouri,2/11/20,0,0,
168387,Missouri,2/12/20,0,0,
168505,Missouri,2/13/20,0,0,
168623,Missouri,2/14/20,0,0,
168741,Missouri,2/15/20,0,0,
168859,Missouri,2/16/20,0,0,
168977,Missouri,2/17/20,0,0,
169095,Missouri,2/18/20,0,0,
169213,Missouri,2/19/20,0,0,
169331,Missouri,2/20/20,0,0,
169449,Missouri,2/21/20,0,0,
169567,Missouri,2/22/20,0,0,
169685,Missouri,2/23/20,0,0,
169803,Missouri,2/24/20,0,0,
169921,Missouri,2/25/20,0,0,
170039,Missouri,2/26/20,0,0,
170157,Missouri,2/27/20,0,0,
170275,Missouri,2/28/20,0,0,
170393,Missouri,2/29/20,0,0,
170511,Missouri,3/1/20,0,0,
170629,Missouri,3/2/20,0,0,
170747,Missouri,3/3/20,0,0,
170865,Missouri,3/4/20,0,0,
170983,Missouri,3/5/20,0,0,
171101,Missouri,3/6/20,0,0,
171219,Missouri,3/7/20,0,0,
171337,Missouri,3/8/20,0,0,
171455,Missouri,3/9/20,0,0,
171573,Missouri,3/10/20,0,0,
171691,Missouri,3/11/20,0,0,
171809,Missouri,3/12/20,0,0,
171927,Missouri,3/13/20,0,0,
172045,Missouri,3/14/20,0,0,
172163,Missouri,3/15/20,0,0,
172281,Missouri,3/16/20,0,0,
172399,Missouri,3/17/20,0,0,
172517,Missouri,3/18/20,0,0,
172635,Missouri,3/19/20,0,0,
172753,Missouri,3/20/20,0,0,
172871,Missouri,3/21/20,0,0,
172989,Missouri,3/22/20,0,0,
173107,Missouri,3/23/20,0,0,
173228,Missouri,3/24/20,0,0,
173346,Missouri,3/25/20,0,0,
173464,Missouri,3/26/20,0,0,
173582,Missouri,3/27/20,0,0,
173700,Missouri,3/28/20,0,0,
173818,Missouri,3/29/20,0,0,
173936,Missouri,3/30/20,0,0,
174054,Missouri,3/31/20,0,0,
174172,Missouri,4/1/20,0,0,
174290,Missouri,4/2/20,0,0,
174408,Missouri,4/3/20,0,0,
174526,Missouri,4/4/20,1,0,
174644,Missouri,4/5/20,1,0,
174762,Missouri,4/6/20,1,1,
174882,Missouri,4/7/20,1,1,
175000,Missouri,4/8/20,1,1,
175118,Missouri,4/9/20,1,1,
175236,Missouri,4/10/20,1,1,
175354,Missouri,4/11/20,1,1,
175472,Missouri,4/12/20,1,1,
175590,Missouri,4/13/20,1,1,
175708,Missouri,4/14/20,1,1,
175826,Missouri,4/15/20,1,1,
175944,Missouri,4/16/20,1,1,
176062,Missouri,4/17/20,1,1,
176180,Missouri,4/18/20,1,1,
176298,Missouri,4/19/20,1,1,
176416,Missouri,4/20/20,1,1,
176534,Missouri,4/21/20,1,1,
176652,Missouri,4/22/20,1,1,
176770,Missouri,4/23/20,1,1,
176888,Missouri,4/24/20,1,1,
177006,Missouri,4/25/20,1,1,
177124,Missouri,4/26/20,1,1,
177242,Missouri,4/27/20,1,1,
177360,Missouri,4/28/20,1,1,
177478,Missouri,4/29/20,1,1,
177596,Missouri,4/30/20,1,1,
177714,Missouri,5/1/20,1,1,
177832,Missouri,5/2/20,1,1,
177950,Missouri,5/3/20,1,1,
178068,Missouri,5/4/20,1,1,
178186,Missouri,5/5/20,1,1,
178304,Missouri,5/6/20,1,1,
178422,Missouri,5/7/20,1,1,
178540,Missouri,5/8/20,1,1,
178658,Missouri,NA,0,1,
178659,Montana,1/22/20,0,0,
178717,Montana,1/23/20,0,0,
178775,Montana,1/24/20,0,0,
178833,Montana,1/25/20,0,0,
178891,Montana,1/26/20,0,0,
178949,Montana,1/27/20,0,0,
179007,Montana,1/28/20,0,0,
179065,Montana,1/29/20,0,0,
179123,Montana,1/30/20,0,0,
179181,Montana,1/31/20,0,0,
179239,Montana,2/1/20,0,0,
179297,Montana,2/2/20,0,0,
179355,Montana,2/3/20,0,0,
179413,Montana,2/4/20,0,0,
179471,Montana,2/5/20,0,0,
179529,Montana,2/6/20,0,0,
179587,Montana,2/7/20,0,0,
179645,Montana,2/8/20,0,0,
179703,Montana,2/9/20,0,0,
179761,Montana,2/10/20,0,0,
179819,Montana,2/11/20,0,0,
179877,Montana,2/12/20,0,0,
179935,Montana,2/13/20,0,0,
179993,Montana,2/14/20,0,0,
180051,Montana,2/15/20,0,0,
180109,Montana,2/16/20,0,0,
180167,Montana,2/17/20,0,0,
180225,Montana,2/18/20,0,0,
180283,Montana,2/19/20,0,0,
180341,Montana,2/20/20,0,0,
180399,Montana,2/21/20,0,0,
180457,Montana,2/22/20,0,0,
180515,Montana,2/23/20,0,0,
180573,Montana,2/24/20,0,0,
180631,Montana,2/25/20,0,0,
180689,Montana,2/26/20,0,0,
180747,Montana,2/27/20,0,0,
180805,Montana,2/28/20,0,0,
180863,Montana,2/29/20,0,0,
180921,Montana,3/1/20,0,0,
180979,Montana,3/2/20,0,0,
181037,Montana,3/3/20,0,0,
181095,Montana,3/4/20,0,0,
181153,Montana,3/5/20,0,0,
181211,Montana,3/6/20,0,0,
181269,Montana,3/7/20,0,0,
181327,Montana,3/8/20,0,0,
181385,Montana,3/9/20,0,0,
181443,Montana,3/10/20,0,0,
181501,Montana,3/11/20,0,0,
181559,Montana,3/12/20,0,0,
181617,Montana,3/13/20,0,0,
181675,Montana,3/14/20,0,0,
181733,Montana,3/15/20,0,0,
181791,Montana,3/16/20,0,0,
181849,Montana,3/17/20,0,0,
181907,Montana,3/18/20,0,0,
181965,Montana,3/19/20,0,0,
182023,Montana,3/20/20,0,0,
182081,Montana,3/21/20,0,0,
182139,Montana,3/22/20,0,0,
182197,Montana,3/23/20,0,0,
182255,Montana,3/24/20,0,0,
182313,Montana,3/25/20,0,0,
182371,Montana,3/26/20,0,0,
182429,Montana,3/27/20,0,0,
182487,Montana,3/28/20,0,1,
182545,Montana,3/29/20,0,1,
182603,Montana,3/30/20,0,1,
182661,Montana,3/31/20,0,1,
182719,Montana,4/1/20,0,1,
182777,Montana,4/2/20,0,1,
182835,Montana,4/3/20,0,1,
182893,Montana,4/4/20,1,1,
182951,Montana,4/5/20,1,1,
183009,Montana,4/6/20,1,1,
183067,Montana,4/7/20,1,1,
183125,Montana,4/8/20,1,1,
183183,Montana,4/9/20,1,1,
183241,Montana,4/10/20,1,1,
183299,Montana,4/11/20,1,1,
183357,Montana,4/12/20,1,1,
183415,Montana,4/13/20,1,1,
183473,Montana,4/14/20,1,1,
183531,Montana,4/15/20,1,1,
183589,Montana,4/16/20,1,1,
183647,Montana,4/17/20,1,1,
183705,Montana,4/18/20,1,1,
183763,Montana,4/19/20,1,1,
183821,Montana,4/20/20,1,1,
183879,Montana,4/21/20,1,1,
183937,Montana,4/22/20,1,1,
183995,Montana,4/23/20,1,1,
184053,Montana,4/24/20,1,1,
184111,Montana,4/25/20,1,1,
184169,Montana,4/26/20,1,1,
184227,Montana,4/27/20,1,1,
184285,Montana,4/28/20,1,1,
184343,Montana,4/29/20,1,1,
184401,Montana,4/30/20,1,1,
184459,Montana,5/1/20,1,1,
184517,Montana,5/2/20,1,1,
184575,Montana,5/3/20,1,1,
184633,Montana,5/4/20,1,1,
184691,Montana,5/5/20,1,1,
184749,Montana,5/6/20,1,1,
184807,Montana,5/7/20,1,1,
184865,Montana,5/8/20,1,1,
184923,Nebraska,1/22/20,0,0,
185018,Nebraska,1/23/20,0,0,
185113,Nebraska,1/24/20,0,0,
185208,Nebraska,1/25/20,0,0,
185303,Nebraska,1/26/20,0,0,
185398,Nebraska,1/27/20,0,0,
185493,Nebraska,1/28/20,0,0,
185588,Nebraska,1/29/20,0,0,
185683,Nebraska,1/30/20,0,0,
185778,Nebraska,1/31/20,0,0,
185873,Nebraska,2/1/20,0,0,
185968,Nebraska,2/2/20,0,0,
186063,Nebraska,2/3/20,0,0,
186158,Nebraska,2/4/20,0,0,
186253,Nebraska,2/5/20,0,0,
186348,Nebraska,2/6/20,0,0,
186443,Nebraska,2/7/20,0,0,
186538,Nebraska,2/8/20,0,0,
186633,Nebraska,2/9/20,0,0,
186728,Nebraska,2/10/20,0,0,
186823,Nebraska,2/11/20,0,0,
186918,Nebraska,2/12/20,0,0,
187013,Nebraska,2/13/20,0,0,
187108,Nebraska,2/14/20,0,0,
187203,Nebraska,2/15/20,0,0,
187298,Nebraska,2/16/20,0,0,
187393,Nebraska,2/17/20,0,0,
187488,Nebraska,2/18/20,0,0,
187583,Nebraska,2/19/20,0,0,
187678,Nebraska,2/20/20,0,0,
187773,Nebraska,2/21/20,0,0,
187868,Nebraska,2/22/20,0,0,
187963,Nebraska,2/23/20,0,0,
188058,Nebraska,2/24/20,0,0,
188153,Nebraska,2/25/20,0,0,
188248,Nebraska,2/26/20,0,0,
188343,Nebraska,2/27/20,0,0,
188438,Nebraska,2/28/20,0,0,
188533,Nebraska,2/29/20,0,0,
188628,Nebraska,3/1/20,0,0,
188723,Nebraska,3/2/20,0,0,
188818,Nebraska,3/3/20,0,0,
188913,Nebraska,3/4/20,0,0,
189008,Nebraska,3/5/20,0,0,
189103,Nebraska,3/6/20,0,0,
189198,Nebraska,3/7/20,0,0,
189293,Nebraska,3/8/20,0,0,
189388,Nebraska,3/9/20,0,0,
189483,Nebraska,3/10/20,0,0,
189578,Nebraska,3/11/20,0,0,
189673,Nebraska,3/12/20,0,0,
189768,Nebraska,3/13/20,0,0,
189863,Nebraska,3/14/20,0,0,
189958,Nebraska,3/15/20,0,0,
190053,Nebraska,3/16/20,0,0,
190148,Nebraska,3/17/20,0,0,
190243,Nebraska,3/18/20,0,0,
190338,Nebraska,3/19/20,0,0,
190433,Nebraska,3/20/20,0,0,
190528,Nebraska,3/21/20,0,0,
190623,Nebraska,3/22/20,0,0,
190718,Nebraska,3/23/20,0,0,
190813,Nebraska,3/24/20,0,0,
190908,Nebraska,3/25/20,0,0,
191003,Nebraska,3/26/20,0,0,
191098,Nebraska,3/27/20,0,0,
191193,Nebraska,3/28/20,0,0,
191288,Nebraska,3/29/20,0,0,
191383,Nebraska,3/30/20,0,0,
191478,Nebraska,3/31/20,0,0,
191573,Nebraska,4/1/20,0,0,
191668,Nebraska,4/2/20,0,0,
191763,Nebraska,4/3/20,0,0,
191858,Nebraska,4/4/20,1,0,
191953,Nebraska,4/5/20,1,0,
192048,Nebraska,4/6/20,1,0,
192143,Nebraska,4/7/20,1,0,
192238,Nebraska,4/8/20,1,0,
192333,Nebraska,4/9/20,1,0,
192428,Nebraska,4/10/20,1,0,
192523,Nebraska,4/11/20,1,0,
192618,Nebraska,4/12/20,1,0,
192713,Nebraska,4/13/20,1,0,
192808,Nebraska,4/14/20,1,0,
192903,Nebraska,4/15/20,1,0,
192998,Nebraska,4/16/20,1,0,
193093,Nebraska,4/17/20,1,0,
193188,Nebraska,4/18/20,1,0,
193283,Nebraska,4/19/20,1,0,
193378,Nebraska,4/20/20,1,0,
193473,Nebraska,4/21/20,1,0,
193568,Nebraska,4/22/20,1,0,
193663,Nebraska,4/23/20,1,0,
193758,Nebraska,4/24/20,1,0,
193853,Nebraska,4/25/20,1,0,
193948,Nebraska,4/26/20,1,0,
194043,Nebraska,4/27/20,1,0,
194138,Nebraska,4/28/20,1,0,
194233,Nebraska,4/29/20,1,0,
194328,Nebraska,4/30/20,1,0,
194423,Nebraska,5/1/20,1,0,
194518,Nebraska,5/2/20,1,0,
194613,Nebraska,5/3/20,1,0,
194708,Nebraska,5/4/20,1,0,
194803,Nebraska,5/5/20,1,0,
194898,Nebraska,5/6/20,1,0,
194993,Nebraska,5/7/20,1,0,
195088,Nebraska,5/8/20,1,0,
195183,Nebraska,NA,0,0,
195184,Nevada,1/22/20,0,0,
195203,Nevada,1/23/20,0,0,
195222,Nevada,1/24/20,0,0,
195241,Nevada,1/25/20,0,0,
195260,Nevada,1/26/20,0,0,
195279,Nevada,1/27/20,0,0,
195298,Nevada,1/28/20,0,0,
195317,Nevada,1/29/20,0,0,
195336,Nevada,1/30/20,0,0,
195355,Nevada,1/31/20,0,0,
195374,Nevada,2/1/20,0,0,
195393,Nevada,2/2/20,0,0,
195412,Nevada,2/3/20,0,0,
195431,Nevada,2/4/20,0,0,
195450,Nevada,2/5/20,0,0,
195469,Nevada,2/6/20,0,0,
195488,Nevada,2/7/20,0,0,
195507,Nevada,2/8/20,0,0,
195526,Nevada,2/9/20,0,0,
195545,Nevada,2/10/20,0,0,
195564,Nevada,2/11/20,0,0,
195583,Nevada,2/12/20,0,0,
195602,Nevada,2/13/20,0,0,
195621,Nevada,2/14/20,0,0,
195640,Nevada,2/15/20,0,0,
195659,Nevada,2/16/20,0,0,
195678,Nevada,2/17/20,0,0,
195697,Nevada,2/18/20,0,0,
195716,Nevada,2/19/20,0,0,
195735,Nevada,2/20/20,0,0,
195754,Nevada,2/21/20,0,0,
195773,Nevada,2/22/20,0,0,
195792,Nevada,2/23/20,0,0,
195811,Nevada,2/24/20,0,0,
195830,Nevada,2/25/20,0,0,
195849,Nevada,2/26/20,0,0,
195868,Nevada,2/27/20,0,0,
195887,Nevada,2/28/20,0,0,
195906,Nevada,2/29/20,0,0,
195925,Nevada,3/1/20,0,0,
195944,Nevada,3/2/20,0,0,
195963,Nevada,3/3/20,0,0,
195982,Nevada,3/4/20,0,0,
196001,Nevada,3/5/20,0,0,
196020,Nevada,3/6/20,0,0,
196039,Nevada,3/7/20,0,0,
196058,Nevada,3/8/20,0,0,
196077,Nevada,3/9/20,0,0,
196096,Nevada,3/10/20,0,0,
196115,Nevada,3/11/20,0,0,
196134,Nevada,3/12/20,0,0,
196153,Nevada,3/13/20,0,0,
196172,Nevada,3/14/20,0,0,
196191,Nevada,3/15/20,0,0,
196210,Nevada,3/16/20,0,0,
196229,Nevada,3/17/20,0,0,
196248,Nevada,3/18/20,0,0,
196267,Nevada,3/19/20,0,0,
196286,Nevada,3/20/20,0,0,
196305,Nevada,3/21/20,0,0,
196324,Nevada,3/22/20,0,0,
196343,Nevada,3/23/20,0,0,
196362,Nevada,3/24/20,0,0,
196381,Nevada,3/25/20,0,0,
196400,Nevada,3/26/20,0,0,
196419,Nevada,3/27/20,0,0,
196438,Nevada,3/28/20,0,0,
196457,Nevada,3/29/20,0,0,
196476,Nevada,3/30/20,0,0,
196495,Nevada,3/31/20,0,0,
196514,Nevada,4/1/20,0,1,
196533,Nevada,4/2/20,0,1,
